Probe_Set_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
1622894_at,-0.180524203788,0.0267170379595,-0.242350803633,-0.642881832243,-0.118743610382,0.4213741765517,0.1440567230969,0.0976697604331,0.1520316052793,-0.355420002719,-0.030906961864,0.2833116568275,0.2371467011792,0.3778509077921,-0.142074048097,0.2211928871816,-0.036841370127,-0.158303145754,-0.151399612989,-0.034340541009,-0.136930113382,0.1843933414412,0.0524575879642,0.392320690248,0.3489680931266,-0.158061038717,-0.283477593559,0.434051014075,-0.371868435081,-0.198918162313,-0.232558814372,0.0356967411161,0.0637526828868,-0.095209082461,-0.354871771746,0.2661919948406,-0.180169994391,0.414197158283,-0.214099230099,0.1665696084433,-0.064110022736,0.3869101133003,-0.344475311957,-0.563843689324,0.0231225247056,0.8813243770037,0.2285859935363,0.0105745542731,0.1775882757063,-0.289816066411,0.0045205589001,0.2458648094567,0.2614569768449,0.208165856262,-0.104182318319,0.0259390435683,-0.482703997935,0.4313415634125,0.1053172657854,-0.091997237011,-0.052944999827,0.4563582896782,0.1212151084728,0.2105949739239,0.0224498922945,0.2148788198988,-0.252306168206,0.2746402720509,-0.413890988921,-0.153631510876,-0.081114060693,0.5627567475993,-0.163171126173,-0.040071698259,-0.339884416729,-0.452732381975,-0.497983876624,-0.080401197976,-0.495222599202,0.1108776524808
1622907_at,0.0003471664467,0.1958311110831,0.0174644454464,0.1237201032399,0.0321176970442,-0.098570775433,0.0331533067801,-0.146340204498,-0.058243392112,-0.309344869816,0.0917932887882,0.0512832375893,0.0413647426649,-0.007595087203,-0.171000373369,-0.033806842874,-0.389006642594,0.0707129957067,0.1369626433681,-0.381410858584,0.1187707302286,-0.060977058598,0.1246538243326,-0.109208543905,-0.122370755976,0.3140357765899,0.0512060818646,0.0688096247664,-0.448937824525,-0.083630576722,0.1120654454529,0.0633883846687,-0.180578024437,-0.104646079787,-0.017527865656,0.1686175957878,0.1880690703686,0.2946533639802,-0.030050944503,0.4542260843955,0.2205207733349,-0.115158096756,-0.180936840924,0.0694555686671,0.0448016925149,0.3850622173244,-0.141664467321,-0.215715194077,0.1093370794923,-0.628699889134,-0.054735939617,0.2145681965375,0.1381693005957,0.0446458680887,0.0821033720975,-0.151123366185,-0.252361879184,-0.047897434071,0.1328137919922,0.0711153213961,-0.198659569652,0.2000286723263,-0.048321533694,-0.239993183154,-0.242781746989,0.3045808908568,0.0366340373602,-0.274492706781,-0.023253384478,0.1403847025886,-0.190291069879,0.3461236663609,-0.120156042578,-0.119967574836,0.3495990474602,0.1148159817638,0.0869574171755,-0.114300612932,-0.023931566208,0.2927245005186
1623000_at,0.0271647027161,-0.159814189937,-0.014105044372,-0.067195249165,-0.07717783208,-0.03896368422,0.052070372518,-0.044164954025,0.055380751162,-0.110593425483,0.0706226262303,-0.092602391553,0.0342461883477,-0.027051423188,0.0364208530323,0.0610250114137,0.055127299673,-0.038536080836,-0.224391049501,0.0836718653962,0.1296611465807,0.0039841085051,0.0542449042313,0.0744152913716,0.0706731697341,-0.188214428086,-0.070394951712,0.0455396830319,0.0054588209282,0.0315484490843,-0.207590473735,0.5970857875207,0.0608729932536,-0.027698277655,-0.094828394374,-0.094172733457,0.2042751243035,-0.13641909935,-0.058455667756,0.0188802014509,-0.026111624754,0.0137319197373,0.0227690243319,-0.068202673579,0.0784966794026,-0.330543276936,0.3111619122218,-0.033076110936,-0.126522596635,0.1668653487348,0.2261482063828,-0.202975506801,0.0766948134038,-0.013127677671,0.0526665991089,-0.035365573271,-0.222228805331,0.0637376387528,-0.046972751113,0.2040267059985,0.0792100214111,-0.080805037568,0.1986239223253,0.1127143227015,0.0899951571336,-0.039260845831,-0.069159963301,0.0705832467946,-0.101264600097,-0.270273612096,-0.091577582904,0.8083636118476,-0.015367260733,-0.125681649093,-0.135953644012,-0.223040707467,0.0012376877707,-0.025866403581,-0.198550296321,-0.09509861803
1623020_at,-0.042926357659,0.2958780918373,0.0611108551731,0.4553277998569,0.3468281577492,-0.083676496933,-0.197645374632,-0.060798569165,0.1066616511774,-0.003190393174,0.1450946943427,0.0479373159219,0.0537482522461,-2.200608790081,0.0211750221455,0.4142838486695,0.1639150888269,-0.14093187669,0.2012134416455,-0.510007673711,0.0011181557861,-0.01751877641,-0.162742160517,0.0766280271863,-0.003497282147,0.1317541123575,0.2306489451877,0.2704058790448,-0.501650256074,-0.119345810404,0.2245551034182,0.478969111651,-0.261921456682,-0.258494365908,-0.526083780905,0.2327270721296,0.1771995903637,0.4161687219149,0.2623372325546,0.2753532499051,0.3808723854716,-0.013541223615,-0.042110908914,0.3760125451449,0.3135157561106,0.7575248133146,-0.515402993445,0.0745935205574,0.5629092731109,-0.541069306621,-0.235936794687,-0.011320008284,-0.012124406828,-2.026838316296,0.0805562736019,0.0975393773391,0.1613700855799,-0.104417769627,-0.228642893612,0.0045424433424,-0.250080301535,0.1347091086768,-0.052342575952,-0.045347401659,-0.082510866729,-0.193834085729,0.3463286698929,0.1681528394124,-0.012102627146,0.2563261818033,0.00752438881,0.5824664004183,-0.10991872219,-0.108191957596,-0.057825105799,-0.062587420053,0.1943164445237,-0.028224850494,0.1730356238287,0.0620744058703
1623068_at,-0.115340904281,0.166250232833,0.167663782314,-0.111369552681,-0.046385238759,-0.942522717532,-0.365190380499,-0.172783400525,0.7170261140931,0.4111701613227,-0.377265803111,0.416655994975,-0.441752994137,0.034654317544,0.9991687802422,2.1986873169461,-0.832706799747,-0.269925795802,-0.982362982744,-0.823139829575,-0.517060993338,-0.076937613558,-0.177292786578,0.0495884397795,0.1646041671026,0.7463136694858,-0.527355893003,1.0481045161313,-0.673585754019,-0.32371411655,-0.237980801317,0.9989747821667,-0.788619218318,-0.695781717432,-1.065368766361,0.5840526008764,-0.225297260368,0.6547747282264,-0.428234469683,1.860286185879,-0.366621877299,0.1091580620134,-0.046614567431,-0.310081517616,0.3055669257459,-0.547057562109,0.1795196828018,-0.924413486432,0.2610522557376,1.4033241453592,-0.428684259877,0.8193766270091,-0.825813256625,-0.539592279329,0.9101481680147,2.5090604265603,-0.539690290045,-0.147774088592,-0.579092915065,-0.054598219247,-0.624709791577,0.2132300928207,-0.775832572884,-0.731920237989,-0.531557999393,0.7738018636809,-0.232975101405,-0.022801790098,0.2672583579758,-0.42999110866,-0.014200481954,1.7067605312784,-0.918936192437,-1.051191238854,-1.21677012998,0.1762573324448,-0.576135726899,0.4247137787214,-0.323612728026,2.7014411696597
1623094_at,0.0446044143515,0.0109407426713,-0.23744386723,0.2012173037772,0.4535992382591,0.5808518136516,-0.274729274648,0.036509732762,0.1763764203299,0.2001598618432,-0.701945219919,0.2028937230178,-0.290793727814,-0.236293564696,-0.350903198369,0.4709665011126,0.0719656612643,-0.038395036764,0.0410329921429,-0.29142803518,0.4901176675637,-0.479087507064,0.0722562720192,0.0129237930402,0.0336542543527,-0.024355065177,0.1196878469942,-0.434556298659,-0.085093993959,0.4117705352617,0.228973591388,-0.084505884003,-0.153930915613,-0.144973173574,-0.21228397443,0.1546355192008,-0.035799516848,0.291012844108,-0.191325901573,-0.038306573592,0.0114613247018,-0.315602931664,-0.29079391601,0.3810859554209,0.647286742546,0.7040427974006,-0.349606607733,-0.002321327965,0.4016321519995,-0.316159547239,-0.453188641646,0.3133015696056,-0.396682696158,-0.131926448201,-0.150574973233,0.1477600401832,0.1086893514414,0.0829951553973,0.3161554682921,0.2027143206914,-0.590992917834,-0.149766632424,-0.024830224588,0.0375449268351,-0.131907719841,0.3310176285307,-0.216048145235,-0.449160403542,0.1655577391375,0.5770814863841,0.0974863798922,0.3400520676769,-0.142151869162,-0.209356678084,-0.04241359021,-0.170041290325,-0.067347213613,-0.138775002459,0.0228752540243,-0.149091582995
1623203_at,-0.466015321507,-0.0711943121,-0.098790849078,0.0937792084784,0.0535643337431,-0.167203176518,-0.325748143451,-0.478656373359,-0.289537896205,0.1005482351513,0.2704432739733,0.159245293916,-0.221007791783,-0.270786497478,-0.121993059929,-0.241518528514,-0.120542728991,0.4115405039862,0.4565580704502,-0.750031974207,0.4496154175887,0.3832187742467,0.0941344469249,0.0311064112511,0.0987790674386,0.2248865888186,0.0274946492035,0.2853368904746,-0.427237238791,-0.518587336535,0.0506159809813,0.1577146028948,0.1664254316593,0.3741322950128,0.0321832885748,-0.212012460801,0.4810068385754,0.2618795780202,0.02737233357,0.0892821743118,-0.393739609642,-0.160260854719,-0.088780798695,0.1371880252292,0.1472347898608,0.0197367112584,-0.571429633413,-0.445023584809,-0.078720979024,-0.404845612917,0.2717676632067,0.273901414659,-0.106302793031,0.0746622095471,-0.014732449078,-0.341773442739,0.1871659689742,0.4239025327788,-0.160705279307,-0.274460446038,-0.055162432624,0.6674944512385,0.1090873074567,-0.051855105902,0.3873180050919,0.0920024482594,-0.06241117172,-0.003570026934,-0.055590402725,-0.378231695361,-0.280274526769,-0.066567982604,0.4145646620563,0.1466227537934,0.3084699132288,0.1105077579835,0.3683390940429,0.1761063792256,-0.202100903699,-0.119532356141
1623208_at,-0.026093459139,-0.046903617392,0.145900466006,-0.157771817925,0.0138219302288,0.0226904151668,0.0399528155515,-0.047180233928,0.0773695009003,-0.033752811921,-0.168378536612,0.0469172870136,-0.041286055873,0.0350046982266,0.0688500249479,0.0652394999053,0.0416519217109,-0.149145642573,-0.284870816469,0.0562608203003,0.1493342293037,-0.030869252418,0.0765045573314,0.1510886282907,0.0191839252101,-0.193270296364,0.0126022575319,0.2825321789733,0.0222784857693,0.1554171671904,-0.116219619441,-0.008672852169,-0.049446491284,-0.085992484578,0.0828868209903,0.006729187753,-0.119729801271,0.031452428903,0.044866028074,-0.088951485921,-0.115767570464,0.1051041431864,0.126872533505,-0.165145931093,0.0605029448805,-0.297244386145,-0.037280113535,0.0139599308059,-0.140226984523,0.0879297035373,0.5917925524854,0.000334254601,-0.067441264701,0.1644771569472,-0.094688678786,-0.161344543534,-0.206946694517,0.0358245927714,-0.019292309912,0.020266243366,-0.081627360509,0.0205344541386,0.4063019546151,0.1713456507425,0.7785996074675,0.012922947119,-0.150906058238,0.0341837614834,-0.091567631667,-0.125927518434,-0.0484090886,-0.114552945481,-0.12412331897,-0.186583315677,0.0162467974965,0.0527394543727,-0.167441532531,-0.144035470022,-0.102213766092,-0.057172200093
1623277_at,0.1956813890346,-0.188074295033,-0.599157577026,-0.385071086543,-0.43229753921,-0.054255253949,0.0169259283981,-0.628993907473,0.0318362379892,-0.379324213664,0.5545804856543,-0.119578094409,-0.026243394376,-0.318050877918,0.1708012494265,0.572776976411,0.3810701499995,-0.277836554194,-0.433199937409,-0.296165576127,0.374981485905,-0.000268017051,0.8394439741654,-0.281832933552,-0.110379663053,-0.241520130814,-0.168944788744,0.4025843079272,-0.875052189849,0.4183521127263,0.4190397373671,0.3894437386885,0.2206457978624,0.4197475702506,-0.396360982926,0.4371665439807,-0.260548660329,-0.011926446628,0.3373164620836,0.3026879724062,0.2830320544544,-0.494314727688,-0.665211167378,-0.371800763784,0.195547064011,0.0209749498772,-0.360174073168,-0.47283585927,0.3285374731429,-0.529243952315,0.52889743723,-0.712555809471,0.1816493923912,-0.216391632756,0.4616965097036,0.0375388839611,0.4427516641183,-0.487463239545,-0.609024903713,0.7014822617405,-0.238551742784,0.5882977680304,0.6353178663783,-0.55971378801,0.18700269654,-0.386791996191,-0.083494844749,0.2542418854467,-0.548613431257,0.5450689977924,0.1527906840158,0.2324372048668,0.1887115628802,0.0181529491729,-0.40524881252,0.5557371580577,-0.227295366718,-0.337978260267,0.6121865883067,0.5546513194651
1623335_a_at,0.0072513146772,0.149001280141,-0.1168481713,-0.101232789432,0.090285978345,0.0604095574839,-0.173062988394,0.0393218088833,-0.245151579995,0.1140626519269,0.2510737935443,-0.106688239703,-0.210070072494,-0.25884417528,0.123024782912,0.2396038182792,-0.11585649701,0.1485639533136,0.0784105621567,-0.513582944444,0.2921175668811,-0.173554503207,0.1106704873944,0.0602825369171,-0.374679093159,0.1213423676886,-0.030404894467,0.0084656405,-0.490755511014,0.092727167086,0.0505129615031,0.0874636603466,-0.129061549211,0.1963809669305,-0.210381722862,0.0089170152746,0.2260101087921,0.1330265760261,0.2402242085638,0.3210239664054,0.1929735831644,-0.042646599034,-0.065949351493,-0.041270303783,0.1683388595514,0.2839778710018,-0.290483699383,-0.013235779521,0.0114457023879,-0.102315974296,0.0354545007456,0.2143019336812,-0.068237449714,-0.001199986327,0.1705112544361,0.1139611134718,0.234503668942,-0.117050579482,-0.119505119445,-0.178818669136,-0.338904576112,0.3081168308318,0.0810348693962,-0.111199213608,-0.291575301617,0.5370105491233,-0.199674325455,-0.566125436096,-0.228022436789,0.0055978012587,-0.101708489729,-0.10299089249,0.0247156158088,0.1178227913942,0.0290569048422,-0.080570952896,0.1186652590718,-0.262480827982,0.4565777651176,0.2198990901595
