GENE,D37M,A142M,I57M,I12M,D43M,A145M,A59F,B06F,I53F,I48F,B32F,D94F,A112M,B30F,A122M,A106M,B35M,A79F,I27F,A48F,I86M,D19F,I50F,A87M,A71F,A20M,A77M,I52F,A127M,A52F,A39F,B36F,D42M,A30F,D99F,D114M,I59F,I46M,B02F,A25F,B33F,I21F,A139M,B27M,B09M,D84F,A40F,B28F,D17F,D06F,B10M,D128M,A136M,I04M,A47F,A34F,I02M,D104M,B04F,I39F,I06F,B31F,I88M,A54M,D111M,A55F,D05F,D108M,I45F,D107M,A134M,I38F,I01M,A46M,D132M,D152M,D95F,B54M,A41F,B40F,D125M,B51M,A56F,I47F,B05F,I79F,A80F,I54F,A09M,I03M,D70F,D24F,B07M,D85F,I77F,D153M,B08F,A03F,I29F,D120M,B18F,A35F,D61F,B14F,A105M,D81F,A109F,D72F,D14F,I30F,A53F,A89M,B26F,A117M,I84F,I33F,B12F,A82M,I65F,D143M,D12F,D98F,A65F,A27F,I25M,D130M,I31F,B01F,A150M,D08F,I62F,D44F,A119M,A51F,B11F,I11M,I81F,A26F,I35F,D10M,B34M,B52M,B45M,D131M,A32M,A78M,D13F,D88M,A50F,A63F,D01F,I28F,D69F,B03F,I44M,D07F,A96F,B53M,I15F,A64M,I34F,D21F,D86F,I19M,D101M,D66F,A74F,D141M,A31F,A138M,B39M,B37F,B19F,B21F,I55M,A45F,D68F,I05M,I37F,D15F,A147M,A60F,I08F,D151F,I14F,I51F,I09F,D92M,A110M,I22F,A135M,A57F,B29F,A103M,B16F,D137M,I66F,A49F,B13F,D156M,I56M,I07F,A18F,A58F,I49F,B23F,A91F,D157F
PDPK1,-0.2600639,-0.2359876,-0.0028403,-0.0507795,0.03207826,0.07078874,-0.1347136,0.08202102,0.3276167,-0.1970092,0.23749009,-0.0748575,-0.0146109,-0.0246109,-0.161991,-0.1118838,0.12644473,-0.2318092,0.17009096,-0.1021402,0.01809992,0.08781998,0.34586114,-0.0782995,-0.0636883,0.08213132,-0.025338,0.06622011,-0.0017385,-0.0644087,0.05859979,0.14279219,0.09549436,-0.057726,0.11519975,0.09994334,0.12148124,0.07952592,0.32229015,-0.1870417,0.0448188,-0.1310564,-0.0143628,0.06086656,0.00942018,-0.0621967,0.02401508,0.08138373,-0.1482451,0.13860584,0.10905512,-0.045083,-0.2259829,-0.0057369,-0.042944,-0.1294797,-0.0637108,0.05686697,0.07928144,0.21576891,0.09027857,0.30580281,0.10032281,-0.0279658,0.04289059,0.05786934,-0.1120131,0.05332578,0.2012738,-0.2343794,-0.1849613,0.29474704,0.16630924,-0.095307,-0.0939081,0.14614793,-0.157709,0.15111944,0.06276084,-0.0126029,-0.147674,0.022437,-0.0134163,0.32883362,0.01330286,0.17548052,-0.1704209,-0.2927246,-0.0991951,0.03917368,-0.0866453,-0.0044467,-0.0936043,-0.0585045,0.15551951,0.07841429,0.19801801,-0.302401,0.22448319,0.27103059,0.36348377,-0.1569048,-0.0838237,-0.0206232,-0.2849349,0.17215637,-0.1985599,-0.0405152,0.12506108,0.05604539,-0.07051,-0.1192345,-0.1367279,-0.1423818,0.2310691,0.41247904,0.05866835,0.04415261,-0.0170791,-0.1295426,-0.0448758,-0.1260815,0.01034861,-0.2673456,0.01819903,-0.0958681,-0.1148484,0.02108161,0.08213009,-0.0927653,0.13500409,0.02504017,-0.1581789,-0.0429252,0.35258119,-0.0721819,0.26142078,-0.0465309,0.16624217,0.0174607,0.0708805,0.15177217,-0.1164792,-0.0834557,-0.126405,-0.0539517,0.23270942,-0.1394654,-0.1121816,0.08364245,0.02262476,0.03551721,-0.2116198,0.00404157,0.00821951,-0.0141224,-0.0078975,0.16662827,0.01825203,0.20211946,0.24049268,-0.1845107,-0.060024,-0.1543417,0.00710719,-0.1320618,-0.1061502,-0.0208319,-0.0915643,0.16451917,0.05713487,0.01757615,-0.0798994,0.07577969,-0.0631877,0.13072564,-0.2088643,-0.2944611,0.30993782,0.02596258,-0.078267,-0.014134,-0.0545866,0.0092048,0.15679999,-0.1018404,0.45234447,-0.2118392,-0.2140137,0.19410912,0.36896737,-0.2269105,0.01433844,-0.1805727,0.03042162,-0.005652,-0.0734123,-0.2527042,-0.1334928,0.08384735,-0.0892329,0.13571876,-0.2303402,-0.2700665,0.23262855,-0.1097648,-0.2213182,0.11484433
RPS4X,6.69026808,6.75347913,6.40530848,6.37675805,6.47765553,5.96227802,6.58358125,6.05258652,5.67455191,6.44380333,7.3299064,6.61135345,5.73492277,5.82232883,6.48982157,5.81942856,5.99384946,7.31345761,6.2281674,7.34966852,6.36815846,6.0782695,5.58306213,5.76403307,6.70719641,6.75018345,6.977607,6.77226913,5.67800202,6.47717579,6.74130571,5.49328276,6.47010193,7.10130296,6.67323799,6.73587074,7.24827456,7.28269227,6.89856126,6.51601146,6.65723741,7.34493303,6.49533962,6.54812495,6.06128678,5.58573461,6.92488506,5.7194406,7.02122118,7.03378782,6.62045894,6.38017688,6.78963336,6.47058319,6.93264093,7.08961614,6.45505602,6.14399166,6.12259449,6.26639564,6.62482887,6.48442177,6.22734212,6.26519824,6.24976545,6.31857823,6.06764404,5.84575474,6.01464141,6.69320037,5.65118468,6.42775375,6.32345413,6.61801534,6.34542612,6.95143034,6.63444139,6.00594391,6.95699388,6.15449161,5.96747009,5.40946786,6.36478572,6.08492646,5.218219,5.79540536,6.3751233,6.54882253,5.80280562,6.34286426,5.51818415,7.2440526,5.16501338,6.38100826,7.09210231,6.71344734,5.9024952,7.33228221,7.13759792,6.45879244,6.46748297,7.34636474,7.27106183,7.05998866,7.40864944,6.50213478,5.01949616,5.13299177,6.530552,5.97996506,5.84562461,6.12281904,6.60160463,5.84427012,6.53796963,6.96969326,5.80524822,7.03846525,7.04378349,5.90066868,6.89955419,6.98195497,6.49445806,7.07927232,6.43500656,6.34582345,6.90227375,7.04167144,6.24057761,7.16960654,7.20129518,7.02617762,6.41366033,7.21254724,6.34622303,5.88503774,6.87359658,7.10151193,7.36364192,6.09592342,5.93229328,5.04656426,6.04220259,6.41844327,6.57325807,5.24298416,6.09003474,6.44000651,6.92232751,6.47821283,6.63217465,5.30607166,6.39395126,6.16938326,6.10532003,5.8711538,6.12750437,6.34843616,6.37380499,5.99536965,6.86227504,6.15256763,6.34070028,6.85915548,6.45462513,7.15980057,6.74533673,6.44843379,6.61882764,6.82369604,5.70690725,6.24298771,6.44034333,6.5371597,6.27880154,7.08178595,6.96409659,6.60826965,7.19870508,6.21462524,6.30546788,7.03591576,7.17616181,7.2615096,7.29629126,6.62057288,7.4921575,6.47568409,7.18601308,6.59405205,6.9104301,7.10366714,6.09455,7.17426568,6.64344841,6.14214045,6.88513483,7.38430589,6.04764228,6.05656297,6.95243182,7.20154501,7.10875811,7.18292776,6.93077066,6.83691889,7.06803055,7.27365198
DCUN1D1,2.57601735,1.21331609,2.55303013,2.15000182,2.79274881,1.5254691,1.34323098,2.33678353,2.71683096,2.32752044,3.90546674,1.8651025,1.03112045,2.28734702,1.99374991,1.26806896,2.81775725,2.48763353,2.96842536,2.33828491,2.84821857,1.72233157,2.40381807,2.12971694,1.82334422,2.5815702,2.42788743,2.26251774,1.44293963,1.88458856,2.20230638,1.71406303,2.63716881,2.27373648,2.03617172,3.02791234,2.68166875,2.59866704,2.87703284,2.04624704,2.95529264,2.67887807,2.91841113,1.16511402,2.86054651,0.84658553,2.38874985,1.70410355,2.5286184,2.12627186,2.67269704,2.02751829,1.75073425,2.2832493,2.26831989,2.36820328,2.42164812,2.32698136,2.40358026,2.03432671,2.67082625,2.71777681,2.2053712,2.22730223,2.9772422,2.02830456,1.9056866,2.29406054,2.50976419,2.56189631,1.09352628,3.28559621,2.05075133,2.14485396,2.1762252,2.43978766,1.89265135,2.18664332,1.96816855,1.99856947,1.93569903,2.04948353,2.00973794,2.45742683,2.26251534,2.40748067,2.08377744,1.86064607,1.83333619,2.04188565,1.49075016,2.22017428,1.91561138,1.7635047,3.34758723,2.6745166,2.08073714,2.15903783,2.68278373,2.60824629,3.17804843,3.16274127,1.61956033,3.30560255,3.01553159,2.08694239,1.26597779,1.02055764,1.9972711,1.81486828,2.05531729,1.55326549,2.09205078,1.17328837,3.05719855,2.96298872,2.20864118,1.99610782,3.1681104,2.08916518,2.16952102,1.69141961,1.95062771,2.4261188,2.65621138,2.6021423,2.47354368,2.95758574,1.6632149,2.4004235,2.13833619,2.05529899,2.29672055,2.30403533,3.15686775,1.89926715,3.06096754,1.89508784,3.23963138,2.36644009,2.88592491,1.43059841,2.6274889,2.75674689,2.18005451,1.96986801,2.15760815,2.32699361,2.0743646,1.5900033,1.91862994,2.3277211,1.73563071,2.25353072,2.29529175,1.24688208,1.45910738,2.19288336,2.49742762,1.68463464,2.67676294,1.25757923,2.16051082,2.19102144,2.5615864,1.93891436,1.62247467,2.08337674,2.03433448,1.59623544,2.43882066,2.12922625,2.59695805,2.49696565,1.79311152,2.1177632,2.24574073,2.14677793,3.30587664,1.73081198,1.44881265,2.24201832,3.03878763,2.14167836,2.24834185,1.70687847,3.59621596,2.27897546,2.40077755,2.56369131,2.69120095,2.68180752,2.47430366,2.4483863,2.90381341,1.88780115,2.55923671,2.44647962,2.30163324,2.4095503,2.5286508,3.09226911,2.12633157,2.20012359,3.31515143,2.56027423,2.21329745,2.74230076
SNORD42B,-0.1802016,-0.0417525,0.05801083,-0.1435505,-0.0891254,0.0634571,0.16919716,0.00115094,-0.0662444,-0.083188,-0.4003408,-0.1371321,0.02625466,0.02666726,-0.035222,-0.2187746,-0.0149413,0.22383943,0.06389118,-0.0257372,0.04107646,-0.2483035,-0.1712695,-0.044566,-0.0232209,-0.0803276,-0.1413828,0.13521849,-0.1374783,-0.116312,-0.1693022,0.12378585,0.00801631,-0.1248467,-0.1133089,-0.1601224,-0.0168353,-0.2233651,0.01772416,-0.3453321,-0.0271468,0.0140264,-0.134415,-0.0973252,0.25513184,-0.0280262,-0.0245111,0.00860837,-0.1924928,-0.1665828,-0.0521929,0.09411474,-0.252127,-0.2189976,-0.1734236,-0.1348239,0.05864885,-0.1281429,-0.0083664,-0.1264024,-0.0046067,-0.1442539,-0.1707548,-0.0431227,-0.2574171,-0.096795,-0.0531257,-0.0574686,0.10504091,0.06540471,-0.0213111,0.03651071,-0.0021185,-0.1759761,0.12373251,-0.2043541,-0.2370778,0.11577514,0.00182927,-0.0229317,-0.0681071,0.00799304,-0.028315,0.02941754,0.00448452,0.2117205,-0.0435303,0.053038,-0.1182216,-0.1191479,-0.1481545,-0.0320794,-0.013786,-0.1548859,0.07289633,-0.2830297,-0.1620466,-0.260104,0.13838428,-0.3645243,0.04765772,0.18563567,0.05573017,-0.0122336,0.00524012,-0.0999619,0.01142684,-0.0021157,-0.0444733,-0.0741428,-0.0097011,0.04588672,-0.1045072,-0.1262494,0.41951499,0.24862805,-0.1312158,0.15922503,0.016549,-0.0902567,-0.019911,-0.100742,-0.096411,0.11661861,-0.0338366,0.01768821,0.10034736,0.02939626,-0.1683278,-0.0486712,-0.0596404,-0.1429771,-0.0570946,0.10009172,0.00478484,0.04334422,0.15574207,-0.086238,0.32142644,-0.2040994,-0.2237252,0.16803369,-0.0007427,-0.0359327,0.06044226,-0.0611763,0.17332891,-0.0936586,-0.1949438,0.14410296,0.12009294,0.05830056,0.08887213,-0.2091487,-0.0048654,-0.085335,0.07624151,0.01171763,-0.1290103,0.07569053,-0.1488979,-0.0904837,-0.3162347,0.07900964,-0.1765276,-0.0904613,-0.048478,-0.1463949,0.00130057,0.01224957,0.09111046,-0.1794263,0.02873023,0.03187301,-0.1121899,-0.0352458,-0.0382363,-0.1637746,0.141083,-0.0504888,-0.0412612,-0.0327651,0.01119573,-0.0996201,-0.0471811,0.15071776,0.2964743,-0.1399401,0.23367284,-0.1002087,-0.0436277,0.06325463,0.05503364,-0.1514931,-0.0358389,-0.1417112,-0.0391524,-0.0394889,-0.0326444,0.13323914,0.07176702,0.29506799,0.09703655,-0.0448348,0.04672278,0.04022591,-0.0085331,-0.0265347
CAD,1.40680735,0.6582999,1.30812061,0.98043513,1.12673522,0.57547915,0.68776047,0.50430702,0.74173514,1.06522617,1.37186971,1.20536499,1.21963271,0.71778726,0.38342132,1.52091915,0.68722151,0.81278092,0.51752957,1.24308135,1.03092085,0.89696818,0.7004644,0.26547379,1.0301704,1.03279548,0.57419391,1.12148047,0.82503949,0.80617436,1.51750516,0.74219156,0.95281814,0.73837415,1.21825445,1.25578566,0.94714002,0.90042089,0.74050847,1.15991038,0.62428012,0.59133819,0.53459758,0.6993974,0.64522567,1.05651611,1.0728466,0.88668001,0.75747826,1.15721969,0.77734023,1.21368268,1.03270002,1.06270236,0.98617536,0.90976755,0.9756614,0.80303962,0.61106826,1.00218281,0.53860129,0.89448126,0.89864904,1.04845399,0.67345746,0.64599568,0.76850122,0.62841968,0.70983516,1.0014491,1.11474714,0.80762291,0.91254515,0.88699134,1.14817035,1.21732572,0.93236992,0.80709579,0.90865467,0.53001595,1.06276835,0.60151095,0.75376323,0.75481592,0.28097321,0.26957035,0.59657312,1.19787229,0.7712807,0.83706363,0.66667665,0.74445351,0.17905065,1.82493929,0.65803837,1.07259753,0.61462622,1.29766988,0.32732683,1.50925706,0.79532263,1.34379203,1.0452935,1.24824861,1.25590681,0.85582659,1.07961834,0.99143966,0.6333099,0.99861037,0.64528047,0.83981871,0.79397868,0.84159143,0.94079412,0.81919351,0.51862719,0.91736839,0.61670361,1.53062289,1.09528547,0.6555609,0.44548619,1.16395521,0.91846042,1.45866822,0.86746223,1.02130808,0.90924007,0.97972643,1.78268427,1.38931818,0.64534265,1.20881807,0.90761093,1.13146994,0.58987649,1.30673896,0.79554341,1.21173013,1.10495949,0.65843648,0.86770192,1.01671473,1.25853921,0.49027215,1.20475193,1.03532332,0.80015446,0.41960186,0.6237259,0.55932721,0.80234596,0.74364742,0.75903225,1.1916829,0.7333317,0.54401237,0.68839138,0.54899119,0.58963301,0.80028546,0.80673873,0.82213467,1.37648984,1.05685739,0.88446502,1.14835787,0.78435482,0.96797223,0.62417345,0.52752168,0.55183749,0.73213827,1.12520977,1.92456833,1.2315721,0.93654234,0.56407074,0.95769311,0.91885953,1.02985984,0.89174543,0.59324798,0.82406717,1.91683272,1.00792508,1.78022558,1.18938491,0.47493778,0.58324992,1.41639247,1.02872994,1.19270205,0.70938165,1.2700663,1.28886384,0.67475498,0.44297566,0.56084819,0.84792722,0.89747849,0.91955671,1.34041216,0.71738313,0.68099531,1.46531469,1.12762088
LOC649447,6.4788807,6.04578403,6.14900414,6.5126224,6.53637357,5.89235551,6.28754991,5.51173871,5.75395007,6.75204636,6.71330231,6.54243895,6.32962563,5.36452263,6.27350239,7.11434427,5.74642862,6.426691,5.90123887,6.53947368,6.52815416,5.8899941,6.23932146,5.79167152,6.14242488,6.60931422,6.32366758,6.82447936,6.38822838,6.18614803,6.73242083,5.76482245,6.62144587,6.65426165,6.50282135,6.61767022,6.52077641,6.69654285,6.13070201,6.51846037,6.02563715,6.69917666,5.75605865,6.25504621,5.89031186,6.26292781,6.60448618,5.77157346,5.84073159,6.61899365,6.0529223,6.25832759,6.29217804,6.73512252,6.6660979,6.5614088,6.43018262,6.38729344,5.47158995,6.24183471,5.73216182,5.70402681,5.95029084,6.14322852,6.27552216,5.73897884,5.58948784,5.93140145,6.12528894,6.55178667,6.66233286,6.2186279,6.58199919,6.5499848,6.3259503,6.61883475,5.92949267,6.23778587,6.59950536,5.53596772,6.28978751,5.42888051,6.17378742,6.01043348,5.02016606,5.69322606,6.10877161,6.47494221,6.01903115,6.56724516,6.14226567,6.47591484,5.28391967,6.82568045,6.59370735,6.31643417,5.18192693,6.64202973,6.32810722,6.08552518,5.86891738,6.5515063,6.57239912,6.21590395,7.01075633,6.31638869,6.65340599,6.15004474,6.09727439,6.26249373,6.01637042,6.01200035,5.86256578,6.08311657,6.01931012,6.37654271,5.31499127,6.47099557,5.97548974,6.4735696,6.35629396,6.08417932,5.81351014,6.33831489,6.16119333,6.60945678,6.48197462,6.00364415,6.14299112,6.34415075,6.58221724,6.46424861,6.07235971,6.37270571,5.92664438,6.78298781,5.94197967,6.56700154,6.70055424,6.09374913,6.22149203,5.39273244,5.96400094,6.29398021,6.55858949,4.90845897,6.35974965,6.08630374,6.22413333,6.10530709,5.84988141,5.42020886,6.45803588,5.41787413,6.07447117,6.19762704,5.96801281,5.8628123,5.74773973,5.82811526,5.88770057,6.16143742,5.77398632,6.4789095,5.90309119,6.39656715,5.9861794,6.4523361,5.81646454,5.86624208,5.53510687,5.48965681,5.85147167,5.84671236,6.30531157,6.83294932,6.51297769,6.5057012,6.6155978,6.42035818,6.30952333,6.34919545,6.40643061,6.41834215,6.88257467,6.65036806,6.56395986,6.8887807,6.65632133,5.87147247,6.22447632,6.20590112,5.62181675,6.69318603,5.86448268,6.89403014,6.85503475,6.5755267,5.51478477,6.01529882,6.81695104,6.33788264,6.48552329,6.43406134,6.50649971,6.04472138,6.60421805,6.49998166
LOC400986,2.50084121,0.61019471,2.07882024,1.53630674,2.38087086,0.80672263,2.03657804,1.49187307,2.8174411,3.16804628,3.83952478,2.66751853,1.56823163,1.59045159,1.21205222,2.30900805,1.85185476,2.62654608,2.99191543,1.58860396,1.90070797,1.4213611,3.36472297,0.96118045,1.94377362,2.40778535,1.73252192,2.37689407,1.66399839,2.35747938,2.48450103,1.67672833,2.48534517,1.83666022,2.2817051,2.87681974,2.02429468,1.52605711,2.02657554,1.98660843,2.07998488,2.49794702,1.84631879,0.77035993,1.74899766,1.23073953,2.33310584,1.81248806,1.41785661,1.93627626,1.44104169,2.15660045,0.67557761,1.4540209,1.25139538,1.75414925,1.60339393,2.16150557,1.56968395,0.83983593,2.15948186,1.33581172,1.44406673,2.33966379,2.11347628,2.40567835,1.04710017,1.25964272,3.28184286,2.15631722,1.16073846,3.19249643,1.06725586,1.37253073,1.94515192,1.84005513,1.18547362,0.62945647,1.57489799,1.04522881,2.37540646,1.86760334,1.74937025,3.03008365,0.82702756,1.97099139,1.40531487,2.08631739,1.82928857,1.28488265,0.72036299,1.32886921,1.04901308,2.69455415,2.97982828,1.77450367,1.5212799,2.10542062,3.40134375,2.79860256,2.02723774,2.65185725,1.00901082,2.94101815,2.43581167,1.32647627,1.54404586,0.86138037,1.34390374,2.4349404,1.96412563,1.29161488,2.01184528,0.82214547,2.55278208,3.03049685,1.50397738,1.9737746,2.77920439,1.75254562,2.28722955,1.6851128,1.47539564,3.00410705,1.49446668,2.96941877,2.49782211,2.35918399,0.90942954,1.85620914,2.05870771,1.96559049,1.461115,3.37392303,2.69031853,1.98844595,2.44395554,2.34420254,3.08452864,2.64773623,2.32019383,1.30927742,1.79411473,1.88995411,2.09167297,1.86997973,2.41129827,1.9291464,1.33638914,2.16412352,1.50840803,2.10396236,1.15251316,1.40148121,1.01933961,1.89330193,1.22131693,1.80279412,2.8676287,1.40788073,3.23129832,1.40427907,2.0439006,1.75414653,2.94038356,1.68922693,2.03909463,2.46704434,1.83005157,1.61135061,1.5293248,1.60886375,2.18026643,1.84502627,2.31273939,3.0621102,1.93512019,1.65106796,3.64472451,1.96844532,1.46317433,3.0073871,4.0025524,1.72523469,2.95353867,3.54184515,4.56061668,4.13518524,2.86439152,2.87756612,2.16088599,3.56358974,2.29720958,2.64225564,2.71208133,2.85902583,3.72610608,3.21409571,1.83546401,1.38322179,2.19441572,4.17823516,2.95796779,2.99127804,3.33187122,2.23505776,3.30231622,1.9859495
CCDC32,3.83890222,3.01511313,3.97753081,3.79910849,3.78887798,2.75621148,2.98477084,2.56218054,3.22018605,3.56064105,4.13982111,4.0251254,3.04154137,2.70542224,3.24692261,3.73537806,3.12733577,3.88859562,3.59955521,4.05135746,4.00161121,3.46576123,3.45430895,3.28275208,3.51052694,3.79694414,3.43533015,3.87906538,3.11282427,3.34731575,3.78323178,2.70699503,3.75107667,3.89963316,3.44230184,3.94572815,3.85550208,3.94161859,3.31828015,3.52650673,3.28991145,3.67039063,3.1458014,3.06306833,3.34400768,3.10750948,3.98030072,2.88503302,3.4617685,3.5346405,3.37529,3.73260504,3.23386837,3.69220467,3.7116023,3.7687899,3.42969702,3.90888483,2.94271371,3.3200262,3.72004053,3.29731135,3.68496842,3.3270302,3.69167887,3.02880545,3.06202417,3.15368538,3.24237983,3.66451662,3.32467886,4.01204894,3.62450292,3.67487393,3.37854682,3.91883471,3.35797157,2.96578947,3.76178477,2.67746391,3.36142232,2.80551884,2.99822889,3.6143161,2.65540001,3.30612984,3.14913319,3.37241232,3.02096843,3.24913094,2.89069126,3.41484992,2.59959679,3.67019268,4.2986144,3.85894999,3.09908233,4.09121328,4.23859847,4.19527151,3.58926295,4.12110884,3.59731376,3.73953639,4.20914793,3.31813111,3.04791765,3.05246952,2.93558475,3.02362822,3.30920212,3.03164563,3.14523277,2.95406131,3.99384943,4.10909095,2.66897803,3.42537434,3.91344912,4.12458793,3.55359004,3.13750378,2.97991728,3.68548388,3.67961711,3.98520997,3.58915473,3.56058394,3.04352553,3.49217015,4.1047216,3.7469076,3.19523699,3.46763885,3.80417245,3.54701637,3.65592422,3.61058826,4.05841222,3.421647,3.26867666,2.85239714,3.51382509,3.62348537,3.80502042,2.78376162,3.56268642,3.46684149,3.5427194,2.8822974,3.36189991,3.26569043,3.30563283,2.96354155,3.48241529,2.93561576,3.05197343,3.11691361,3.58649262,2.60142145,3.75000622,3.39760141,3.30103273,3.57679654,3.51046033,3.51759705,2.84600432,3.48389592,3.30336362,3.23336657,3.13543808,2.82712826,3.06723797,3.12270103,3.4351811,4.06148488,3.9775143,3.65387829,4.0088415,3.41910085,2.90529893,3.49132347,3.85427902,3.49183185,3.35636447,3.73227269,4.3385807,3.97938001,3.79479617,3.81280834,3.93377988,3.97125258,3.16687871,3.80175691,3.37921293,3.93717368,3.92612681,3.56823245,2.50242872,3.60201953,3.55467738,3.96362322,3.72117512,3.91366024,3.9884229,3.36030903,4.06030656,3.75107602
SGPP2,0.60334333,0.44442972,0.52944961,0.0126251,0.31417182,0.21838996,0.27803239,-0.116403,-0.2385082,0.43641243,0.42579801,0.84113,0.162059,0.12162751,0.30793351,0.39916882,-0.0576965,1.06486985,0.0530302,0.67878507,0.45712396,0.05362016,0.3153007,0.07938973,0.25288451,0.73845011,0.07450236,0.53968284,0.54939769,0.55793114,0.12206646,0.31842663,0.74847424,0.55546131,0.61305186,0.3273076,0.46789103,1.06629519,0.18248141,0.07098559,0.37234262,0.65872956,0.28093851,0.41232764,0.03409022,0.46753554,0.77569479,-0.0467236,0.76681222,0.65668074,0.50880102,0.03783442,0.91844828,0.35532205,0.39744996,0.6856333,0.32002041,0.26494373,0.06590575,0.13608048,0.09030863,0.28620499,0.24088747,0.08465639,0.58389208,0.5636392,0.37730909,0.2761114,0.33706675,0.62471603,0.39899154,0.41463967,-0.0322478,0.42112824,0.13856963,0.81719246,0.05325339,0.09842063,0.66866022,0.16049108,0.09999043,0.06480232,0.28499065,0.2534502,0.08156341,0.03790787,0.36263466,0.23013427,0.29154764,0.16685275,0.29109022,0.65237705,-0.1313072,0.15539388,0.510349,0.43066202,0.21081839,0.93100571,0.77854667,0.08865131,0.15321696,0.97430327,0.74450034,0.34928687,1.09619476,0.29601881,0.06043024,0.19328286,0.22480702,0.02206946,0.64414245,0.17946742,0.38103905,-0.0542941,0.26817663,0.26923703,0.10357918,0.15141518,0.58856936,0.17942362,0.45089443,0.18465184,0.57593512,1.34217092,0.39660596,0.35768528,0.55501357,0.23168757,-0.1417204,0.70754267,0.26511903,1.06345118,0.46053885,0.62290248,0.02915793,0.28299534,0.42648336,0.48152266,0.43148492,0.31222038,-0.0729279,-0.1629033,0.09126219,0.20529795,0.42545228,0.19630758,0.5040323,0.48713785,0.45026821,0.08010136,0.32361029,-0.1410646,0.05266014,-0.1088828,0.12404566,0.44132364,-0.0502941,0.42280664,0.16574164,0.63723218,0.58327266,0.1863989,0.34376426,0.69652376,0.4206222,0.779992,0.31516065,0.25515715,0.62276619,0.45271534,-0.0088781,0.23482714,0.37688595,-0.0067067,0.34140687,0.44724652,0.54722451,0.40109692,0.48667441,0.27396737,0.05211005,0.70889854,0.42750709,0.75694158,0.55423132,0.33042093,0.8935835,0.83000485,0.61177486,0.4446626,0.37106698,0.65613212,0.20110582,0.73526146,0.25303241,0.31930167,0.60257657,0.85252614,-0.0750231,0.31793053,0.15453829,0.49847071,0.80798549,0.64165886,0.09885888,0.51783724,0.10239617,0.85614356
AVP,0.61623491,0.50378191,0.39297313,0.35395388,0.22245494,0.37921257,0.56754049,0.19544307,0.23673201,0.21497837,0.48497026,0.80674562,0.82441293,0.53581184,0.60253687,0.81350888,0.39197447,0.41628959,0.29213801,0.70628326,0.38937673,0.5762457,0.24574808,0.55925366,0.43514227,0.72296851,0.44674898,0.41664039,0.77553191,0.78637425,0.7510878,0.53760413,0.59475933,0.57466514,0.82849875,0.48689495,0.28202723,0.58806997,0.17761319,0.70110532,0.21343523,0.18519855,0.36514519,0.69809649,0.38466732,1.05738467,0.79830661,0.70718077,0.50299878,0.86683386,0.41987421,0.83804035,1.19968713,0.98649142,1.11100932,0.51345861,0.62747728,0.54678299,0.37628194,0.54248199,0.5348337,0.36870134,0.91360143,0.51427955,0.90908874,0.60551963,0.84687861,0.52124807,0.26084824,0.78890853,0.75265851,0.25024045,0.47982789,0.70894106,0.74788819,0.70619595,0.55952816,0.26195247,0.40290853,0.385157,1.01223813,0.33444583,0.62082628,0.21671964,0.32059482,0.19893797,0.45038825,0.57374219,0.70809763,0.32610957,0.36582518,0.22960993,0.39007033,1.38076143,0.09874606,0.69932151,0.71162364,1.4732035,0.53726793,0.51201836,0.64361024,0.75618453,0.71051013,0.68558985,0.82929825,0.07030036,0.29880623,0.7366267,0.90543724,0.6791003,0.74211316,0.43559912,0.71100308,0.32722012,0.1714332,0.01928807,0.31938728,0.6751242,0.24389067,0.45778635,0.44623168,0.62113575,0.40419209,0.63347985,0.6004363,1.08178359,0.56865528,0.40259701,0.44251937,0.72670407,1.36869773,0.98795233,0.64865757,0.7076243,0.13233669,0.48060171,0.20529726,1.10255252,0.42326136,1.26399211,0.73532911,0.93722814,0.49179922,0.94095939,0.74137178,0.90185544,0.8962303,0.73554959,0.83378551,0.38081482,0.15939493,0.20794848,0.51744748,0.41233549,0.55207596,0.76708415,0.5136258,0.52705941,0.42946458,0.49817486,0.21033279,0.32006404,0.72899267,0.42404379,0.65695117,0.40104749,0.58778416,1.01607715,0.54685249,0.97226582,0.54443391,0.31911889,0.40407282,0.42103481,0.90074,1.3116104,0.59122474,0.60373818,0.0988038,0.55061256,0.63025209,0.72178737,0.35727493,0.65488768,0.68747883,0.59774571,0.35430175,1.24911259,0.29046741,0.81991356,0.5775176,0.58641222,0.74646084,0.4528116,0.48142338,1.01149376,0.23727225,0.7824894,0.19239966,0.30922204,0.27710845,0.55926271,0.46821532,0.68545217,0.05561163,0.32088673,0.89041943,0.279755
